2	-139959.0852
2	-139959.0852
2	-140758.27
2	-139748.8027
2	-141242.5899
2	-141599.7731
2	-141788.8524
2	-141599.7731
2	-140758.27
2	-141599.7731
2	-139959.0852
2	-140769.5479
2	-139890.9287
2	-141242.5899
2	-141788.8524
2	-139748.8025
2	-141242.5899
2	-141788.8524
2	-139959.0852
2	-140769.5479
2	-142789.1752
2	-142789.1752
2	-139959.0852
2	-141242.5899
2	-139748.8025
2	-141599.7732
2	-139748.8025
2	-141599.7731
2	-140758.27
2	-140758.27
3	-118834.7502
3	-123065.7242
3	-118834.7577
3	-119112.9144
3	-120593.0797
3	-119115.0021
3	-119113.3054
3	-118834.7533
3	-123063.7864
3	-119469.6238
3	-119112.8891
3	-119112.8871
3	-120592.6385
3	-119112.8849
3	-120592.6431
3	-119473.1112
3	-118834.7546
3	-123063.7559
3	-118834.7512
3	-119112.8938
3	-118834.7533
3	-118834.7636
3	-119477.1956
3	-119112.8862
3	-124482.2508
3	-119469.6279
3	-119469.6265
3	-119469.626
3	-119113.3359
3	-118834.7636
4	-107852.5556
4	-103287.2161
4	-110091.7056
4	-109224.5719
4	-103284.3113
4	-103043.6039
4	-110103.8114
4	-103051.4745
4	-103042.6398
4	-103042.1697
4	-103042.1924
4	-103046.396
4	-103284.3153
4	-109791.8329
4	-103042.2983
4	-103289.3378
4	-103042.1881
4	-103042.1815
4	-103287.8995
4	-103284.3712
4	-103284.3205
4	-103048.7956
4	-103291.4923
4	-103048.5069
4	-110091.6995
4	-109221.0665
4	-109217.9801
4	-110091.7121
4	-109221.0525
4	-103042.1725
5	-94515.83305
5	-95092.45234
5	-94511.24657
5	-97644.70916
5	-95101.90388
5	-95088.42385
5	-94507.55512
5	-94510.13277
5	-95088.44749
5	-94509.79266
5	-95090.06909
5	-94510.51054
5	-94517.87376
5	-94514.76305
5	-97641.39565
5	-94510.39218
5	-94509.16775
5	-95088.42529
5	-94514.01138
5	-95088.48145
5	-94513.05599
5	-95088.82326
5	-94506.94128
5	-94507.0005
5	-94507.04321
5	-95093.27169
5	-94517.74713
5	-97641.39878
5	-94508.79307
5	-97202.39459
6	-88841.72224
6	-89360.34491
6	-88017.56382
6	-88026.50313
6	-88025.54436
6	-88025.49628
6	-88836.01243
6	-88837.63866
6	-88020.99356
6	-88029.33256
6	-88035.22865
6	-88040.07884
6	-88841.72942
6	-88841.36278
6	-88016.03422
6	-88845.46863
6	-88028.70385
6	-88848.86281
6	-88036.55762
6	-88866.7833
6	-88838.81198
6	-88843.21857
6	-88856.07686
6	-88841.46799
6	-89387.80452
6	-88855.4866
6	-92801.44157
6	-88847.61871
6	-88836.37449
6	-88024.9752
7	-82383.94984
7	-82387.74811
7	-82399.01514
7	-82399.82058
7	-82396.93992
7	-82403.14177
7	-82392.97728
7	-86327.94326
7	-82387.85025
7	-87160.11071
7	-87014.49011
7	-87198.08614
7	-82383.99344
7	-82389.31738
7	-82436.82137
7	-82413.46383
7	-82404.01322
7	-82391.92015
7	-87000.89614
7	-92144.61204
7	-82389.62541
7	-87170.64105
7	-82414.16038
7	-86320.12284
7	-82384.9361
7	-82393.66914
7	-86303.38236
7	-82403.21134
7	-87257.05768
7	-86763.82213
8	-81745.86276
8	-80887.49772
8	-81192.34013
8	-81190.42605
8	-86717.19511
8	-81186.24495
8	-80540.77358
8	-80541.25201
8	-80737.02448
8	-81145.78799
8	-80552.46766
8	-81144.53279
8	-80721.43098
8	-81182.34129
8	-80726.02743
8	-80583.80081
8	-80751.25978
8	-81755.20046
8	-81753.46168
8	-81182.83732
8	-81146.40095
8	-80722.48634
8	-81172.99308
8	-80746.5114
8	-81151.93534
8	-81156.10403
8	-80733.4111
8	-80714.17122
8	-80893.07618
8	-81165.83313
9	-80264.49105
9	-79954.1381
9	-79337.98314
9	-80260.85527
9	-80085.70491
9	-79311.52127
9	-80511.86365
9	-79522.68618
9	-79512.49695
9	-78833.11656
9	-79410.228
9	-78837.40842
9	-79364.67697
9	-78821.74066
9	-79311.06613
9	-79546.02028
9	-79297.78835
9	-78833.09516
9	-79514.07071
9	-80533.07632
9	-80528.92227
9	-78806.9887
9	-79323.48228
9	-79650.26986
9	-78837.90645
9	-79935.47302
9	-79310.14767
9	-79545.36975
9	-79532.60836
9	-78799.61982
10	-77614.23974
10	-79028.66216
10	-78651.94213
10	-78188.50341
10	-77626.25492
10	-78834.73174
10	-78873.9668
10	-77624.4541
10	-77588.73452
10	-79031.56911
10	-78172.71152
10	-78292.50704
10	-77613.14
10	-77877.05212
10	-77622.17086
10	-77597.00359
10	-78864.77851
10	-77601.33455
10	-77665.86955
10	-78258.40226
10	-79017.07573
10	-78232.8597
10	-78649.38276
10	-77596.76046
10	-78903.24667
10	-78221.07588
10	-78693.37252
10	-77596.51148
10	-77637.91534
10	-78179.80801
11	-77003.28832
11	-76952.45152
11	-76930.43892
11	-76971.12807
11	-76939.5862
11	-76976.64925
11	-77811.30445
11	-76516.17178
11	-76642.51272
11	-78249.89082
11	-76970.40868
11	-76994.48611
11	-76980.48746
11	-76939.53115
11	-76626.95905
11	-76975.76485
11	-78332.27143
11	-76947.52337
11	-77767.27709
11	-77747.34862
11	-77030.37419
11	-77606.48326
11	-77401.78943
11	-76504.73012
11	-76935.86987
11	-77009.13202
11	-76953.46775
11	-76948.22529
11	-76974.20119
11	-76972.15427
12	-75934.59209
12	-76815.65263
12	-75956.23191
12	-76456.76378
12	-76484.1848
12	-76002.56273
12	-76424.4969
12	-75928.12466
12	-75665.52699
12	-76411.13655
12	-75906.74945
12	-75587.41649
12	-75704.38119
12	-75990.31521
12	-76506.76237
12	-75883.47615
12	-76395.43562
12	-75996.19511
12	-76710.69
12	-75948.20086
