12	-76703.92921
12	-75881.12519
12	-76411.37962
12	-76470.87
12	-77744.51814
12	-76467.87545
12	-75724.33056
12	-75862.56658
12	-75708.36633
12	-76638.02024
